Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
30/07/2022 9:29:44 PM,"450","25.1","41","1018"
30/07/2022 9:34:44 PM,"453","25.1","41","1018"
30/07/2022 9:39:44 PM,"445","25.0","41","1018"
30/07/2022 9:44:44 PM,"437","25.0","41","1018"
30/07/2022 9:49:44 PM,"450","25.0","41","1018"
30/07/2022 9:54:44 PM,"445","25.0","41","1018"
30/07/2022 9:59:44 PM,"442","24.9","42","1018"
30/07/2022 10:04:44 PM,"431","24.9","42","1018"
30/07/2022 10:09:44 PM,"446","24.9","42","1018"
30/07/2022 10:14:44 PM,"440","24.9","42","1018"
30/07/2022 10:19:44 PM,"432","24.9","42","1018"
30/07/2022 10:24:44 PM,"436","24.9","42","1018"
30/07/2022 10:29:44 PM,"438","24.9","42","1018"
30/07/2022 10:34:44 PM,"450","24.9","42","1018"
30/07/2022 10:39:44 PM,"441","24.9","42","1019"
30/07/2022 10:44:44 PM,"434","24.9","42","1018"
30/07/2022 10:49:44 PM,"430","24.9","42","1018"
30/07/2022 10:54:44 PM,"427","24.9","42","1019"
30/07/2022 10:59:44 PM,"448","24.9","42","1018"
30/07/2022 11:04:44 PM,"460","24.8","43","1018"
30/07/2022 11:09:44 PM,"437","24.8","43","1018"
30/07/2022 11:14:44 PM,"437","24.8","43","1019"
30/07/2022 11:19:44 PM,"435","24.8","43","1018"
30/07/2022 11:24:44 PM,"448","24.8","43","1018"
30/07/2022 11:29:44 PM,"452","24.8","43","1018"
30/07/2022 11:34:44 PM,"448","24.8","43","1018"
30/07/2022 11:39:44 PM,"447","24.8","43","1018"
30/07/2022 11:44:44 PM,"447","24.8","43","1018"
30/07/2022 11:49:44 PM,"451","24.7","43","1018"
30/07/2022 11:54:44 PM,"469","24.8","43","1019"
30/07/2022 11:59:44 PM,"465","24.8","43","1018"
31/07/2022 12:04:44 AM,"466","24.7","43","1019"
31/07/2022 12:09:44 AM,"458","24.7","43","1019"
31/07/2022 12:14:44 AM,"470","24.7","43","1018"
31/07/2022 12:19:44 AM,"462","24.7","43","1019"
31/07/2022 12:24:44 AM,"472","24.7","44","1019"
31/07/2022 12:29:44 AM,"467","24.7","44","1019"
31/07/2022 12:34:44 AM,"478","24.7","44","1019"
31/07/2022 12:39:44 AM,"471","24.7","44","1019"
31/07/2022 12:44:44 AM,"463","24.7","44","1019"
31/07/2022 12:49:44 AM,"465","24.7","44","1019"
31/07/2022 12:54:44 AM,"457","24.7","44","1019"
31/07/2022 12:59:44 AM,"468","24.7","44","1019"
31/07/2022 1:04:44 AM,"462","24.7","44","1019"
31/07/2022 1:09:44 AM,"465","24.7","44","1019"
31/07/2022 1:14:44 AM,"478","24.7","44","1019"
31/07/2022 1:19:44 AM,"470","24.7","44","1019"
31/07/2022 1:24:44 AM,"471","24.7","44","1019"
31/07/2022 1:29:44 AM,"465","24.6","45","1019"
31/07/2022 1:34:44 AM,"482","24.6","45","1019"
31/07/2022 1:39:44 AM,"473","24.7","45","1019"
31/07/2022 1:44:44 AM,"474","24.7","45","1019"
31/07/2022 1:49:44 AM,"468","24.7","45","1019"
31/07/2022 1:54:44 AM,"461","24.7","45","1019"
31/07/2022 1:59:44 AM,"473","24.7","45","1019"
31/07/2022 2:04:44 AM,"478","24.6","45","1019"
31/07/2022 2:09:44 AM,"467","24.6","45","1019"
31/07/2022 2:14:44 AM,"469","24.6","45","1019"
31/07/2022 2:19:44 AM,"449","24.7","45","1019"
31/07/2022 2:24:44 AM,"474","24.7","45","1018"
31/07/2022 2:29:44 AM,"478","24.6","45","1018"
31/07/2022 2:34:44 AM,"484","24.6","45","1018"
31/07/2022 2:39:44 AM,"474","24.6","45","1018"
31/07/2022 2:44:44 AM,"481","24.6","45","1018"
31/07/2022 2:49:44 AM,"464","24.6","45","1018"
31/07/2022 2:54:44 AM,"463","24.6","45","1018"
31/07/2022 2:59:44 AM,"485","24.6","45","1018"
31/07/2022 3:04:44 AM,"466","24.6","45","1018"
31/07/2022 3:09:44 AM,"509","24.6","45","1018"
31/07/2022 3:14:44 AM,"466","24.6","45","1018"
31/07/2022 3:19:44 AM,"483","24.6","45","1018"
31/07/2022 3:24:44 AM,"482","24.6","45","1018"
31/07/2022 3:29:44 AM,"484","24.6","45","1018"
31/07/2022 3:34:44 AM,"475","24.6","45","1018"
31/07/2022 3:39:44 AM,"470","24.6","45","1018"
31/07/2022 3:44:44 AM,"489","24.6","45","1018"
31/07/2022 3:49:44 AM,"479","24.6","45","1018"
31/07/2022 3:54:44 AM,"493","24.6","46","1018"
31/07/2022 3:59:44 AM,"488","24.6","46","1018"
31/07/2022 4:04:44 AM,"483","24.5","45","1018"
31/07/2022 4:09:44 AM,"485","24.6","46","1018"
31/07/2022 4:14:44 AM,"484","24.5","46","1018"
31/07/2022 4:19:44 AM,"493","24.5","46","1018"
31/07/2022 4:24:44 AM,"478","24.5","46","1018"
31/07/2022 4:29:44 AM,"498","24.5","46","1018"
31/07/2022 4:34:44 AM,"492","24.5","46","1018"
31/07/2022 4:39:44 AM,"503","24.5","46","1018"
31/07/2022 4:44:44 AM,"504","24.5","46","1018"
31/07/2022 4:49:44 AM,"498","24.5","46","1018"
31/07/2022 4:54:44 AM,"493","24.5","46","1018"
31/07/2022 4:59:44 AM,"496","24.5","46","1018"
31/07/2022 5:04:44 AM,"487","24.5","46","1018"
31/07/2022 5:09:44 AM,"494","24.5","46","1018"
31/07/2022 5:14:44 AM,"492","24.5","46","1018"
31/07/2022 5:19:44 AM,"487","24.5","46","1018"
31/07/2022 5:24:44 AM,"489","24.5","46","1018"
31/07/2022 5:29:44 AM,"494","24.5","46","1018"
31/07/2022 5:34:44 AM,"485","24.5","46","1018"
31/07/2022 5:39:44 AM,"497","24.5","46","1018"
31/07/2022 5:44:44 AM,"483","24.5","46","1018"
31/07/2022 5:49:44 AM,"494","24.5","46","1018"
31/07/2022 5:54:44 AM,"501","24.5","46","1018"
31/07/2022 5:59:44 AM,"498","24.5","46","1018"
31/07/2022 6:04:44 AM,"491","24.5","46","1018"
31/07/2022 6:09:44 AM,"523","24.5","46","1018"
31/07/2022 6:14:44 AM,"507","24.5","46","1018"
31/07/2022 6:19:44 AM,"503","24.5","46","1018"
31/07/2022 6:24:44 AM,"504","24.4","46","1018"
31/07/2022 6:29:44 AM,"483","24.5","46","1018"
31/07/2022 6:34:44 AM,"487","24.4","46","1018"
31/07/2022 6:39:44 AM,"489","24.5","46","1018"
31/07/2022 6:44:44 AM,"506","24.4","46","1018"
31/07/2022 6:49:44 AM,"479","24.5","46","1018"
31/07/2022 6:54:44 AM,"482","24.5","46","1018"
31/07/2022 6:59:44 AM,"477","24.4","46","1018"
31/07/2022 7:04:44 AM,"500","24.5","46","1018"
31/07/2022 7:09:44 AM,"497","24.5","46","1018"
31/07/2022 7:14:44 AM,"490","24.5","46","1018"
31/07/2022 7:19:44 AM,"501","24.5","46","1018"
31/07/2022 7:24:44 AM,"475","24.5","46","1018"
31/07/2022 7:29:44 AM,"487","24.5","46","1018"
31/07/2022 7:34:44 AM,"497","24.5","46","1018"
31/07/2022 7:39:44 AM,"468","24.5","46","1018"
31/07/2022 7:44:44 AM,"475","24.5","46","1018"
31/07/2022 7:49:44 AM,"479","24.5","46","1018"
31/07/2022 7:54:44 AM,"475","24.5","46","1018"
31/07/2022 7:59:44 AM,"477","24.5","46","1018"
31/07/2022 8:04:44 AM,"480","24.5","46","1018"
31/07/2022 8:09:44 AM,"481","24.5","46","1018"
31/07/2022 8:14:44 AM,"474","24.5","46","1018"
31/07/2022 8:19:44 AM,"471","24.5","46","1018"
31/07/2022 8:24:44 AM,"459","24.5","46","1018"
31/07/2022 8:29:44 AM,"485","24.6","46","1018"
31/07/2022 8:34:44 AM,"454","24.6","46","1018"
31/07/2022 8:39:44 AM,"476","24.6","47","1017"
31/07/2022 8:44:44 AM,"465","24.6","47","1017"
31/07/2022 8:49:44 AM,"481","24.6","47","1017"
31/07/2022 8:54:44 AM,"463","24.6","47","1017"
31/07/2022 8:59:44 AM,"456","24.5","47","1017"
31/07/2022 9:04:44 AM,"469","24.6","47","1017"
31/07/2022 9:09:44 AM,"481","24.6","47","1017"
31/07/2022 9:14:44 AM,"463","24.5","47","1017"
31/07/2022 9:19:44 AM,"458","24.5","47","1017"
31/07/2022 9:24:44 AM,"445","24.6","47","1017"
31/07/2022 9:29:44 AM,"449","24.6","47","1017"
31/07/2022 9:34:44 AM,"455","24.6","47","1017"
31/07/2022 9:39:44 AM,"455","24.6","46","1017"
31/07/2022 9:44:44 AM,"452","24.6","46","1017"
31/07/2022 9:49:44 AM,"434","24.6","46","1017"
31/07/2022 9:54:44 AM,"448","24.6","46","1017"
31/07/2022 9:59:44 AM,"427","24.6","46","1017"
31/07/2022 10:04:44 AM,"451","24.6","46","1017"
31/07/2022 10:09:44 AM,"433","24.5","45","1017"
31/07/2022 10:14:44 AM,"436","24.5","45","1017"
31/07/2022 10:19:44 AM,"440","24.5","45","1017"
31/07/2022 10:24:44 AM,"439","24.5","45","1017"
31/07/2022 10:29:44 AM,"414","24.5","44","1017"
31/07/2022 10:34:44 AM,"433","24.6","44","1017"
31/07/2022 10:39:44 AM,"428","24.6","44","1017"
31/07/2022 10:44:44 AM,"451","24.5","44","1017"
31/07/2022 10:49:44 AM,"436","24.6","43","1017"
31/07/2022 10:54:44 AM,"411","24.5","43","1017"
31/07/2022 10:59:44 AM,"429","24.5","43","1017"
31/07/2022 11:04:44 AM,"425","24.6","43","1017"
31/07/2022 11:09:44 AM,"421","24.6","43","1017"
31/07/2022 11:14:44 AM,"428","24.6","43","1017"
31/07/2022 11:19:44 AM,"424","24.6","43","1017"
31/07/2022 11:24:44 AM,"423","24.6","43","1017"
31/07/2022 11:29:44 AM,"424","24.6","43","1017"
31/07/2022 11:34:44 AM,"423","24.6","42","1017"
31/07/2022 11:39:44 AM,"421","24.5","42","1017"
31/07/2022 11:44:44 AM,"422","24.5","42","1017"
31/07/2022 11:49:44 AM,"430","24.5","42","1017"
31/07/2022 11:54:44 AM,"414","24.6","42","1017"
31/07/2022 11:59:44 AM,"428","24.6","42","1017"
31/07/2022 12:04:44 PM,"428","24.6","42","1017"
31/07/2022 12:09:44 PM,"430","24.6","42","1017"
31/07/2022 12:14:44 PM,"417","24.6","42","1017"
31/07/2022 12:19:44 PM,"432","24.6","41","1017"
31/07/2022 12:24:44 PM,"429","24.6","41","1017"
31/07/2022 12:29:44 PM,"431","24.6","41","1017"
31/07/2022 12:34:44 PM,"433","24.6","41","1017"
31/07/2022 12:39:44 PM,"431","24.6","41","1017"
31/07/2022 12:44:44 PM,"447","24.6","41","1017"
31/07/2022 12:49:44 PM,"427","24.6","41","1017"
31/07/2022 12:54:44 PM,"415","24.6","41","1017"
31/07/2022 12:59:44 PM,"420","24.6","41","1016"
31/07/2022 1:04:44 PM,"414","24.7","40","1016"
31/07/2022 1:09:44 PM,"413","24.7","41","1016"
31/07/2022 1:14:44 PM,"436","24.6","40","1016"
31/07/2022 1:19:44 PM,"418","24.7","40","1016"
31/07/2022 1:24:44 PM,"408","24.7","40","1016"
31/07/2022 1:29:44 PM,"421","24.7","40","1016"
31/07/2022 1:34:44 PM,"413","24.7","40","1016"
31/07/2022 1:39:44 PM,"416","24.7","40","1016"
31/07/2022 1:44:44 PM,"415","24.7","40","1016"
31/07/2022 1:49:44 PM,"410","24.7","40","1016"
31/07/2022 1:54:44 PM,"410","24.7","40","1016"
31/07/2022 1:59:44 PM,"440","24.7","40","1016"
31/07/2022 2:04:44 PM,"411","24.7","40","1016"
31/07/2022 2:09:44 PM,"407","24.7","40","1016"
31/07/2022 2:14:44 PM,"418","24.8","39","1016"
31/07/2022 2:19:44 PM,"445","24.7","40","1016"
31/07/2022 2:24:44 PM,"460","24.8","40","1016"
31/07/2022 2:29:44 PM,"467","24.8","40","1016"
31/07/2022 2:34:44 PM,"490","24.8","40","1016"
31/07/2022 2:39:44 PM,"482","24.8","40","1016"
31/07/2022 2:44:44 PM,"485","24.8","40","1016"
31/07/2022 2:49:44 PM,"481","24.8","40","1016"
31/07/2022 2:54:44 PM,"462","24.8","40","1016"
31/07/2022 2:59:44 PM,"501","24.8","39","1016"
31/07/2022 3:04:44 PM,"499","24.8","39","1016"
31/07/2022 3:09:44 PM,"502","24.8","40","1016"
31/07/2022 3:14:44 PM,"483","24.7","39","1016"
31/07/2022 3:19:44 PM,"498","24.7","39","1016"
31/07/2022 3:24:44 PM,"525","24.8","39","1015"
31/07/2022 3:29:44 PM,"571","24.8","40","1015"
31/07/2022 3:34:44 PM,"623","24.8","40","1015"
31/07/2022 3:39:44 PM,"664","24.8","40","1015"
31/07/2022 3:44:44 PM,"685","24.8","41","1015"
31/07/2022 3:49:44 PM,"717","24.8","41","1015"
31/07/2022 3:54:44 PM,"721","24.8","41","1015"
31/07/2022 3:59:44 PM,"744","24.8","41","1015"
31/07/2022 4:04:44 PM,"766","24.8","41","1015"
31/07/2022 4:09:44 PM,"774","24.8","42","1015"
31/07/2022 4:14:44 PM,"778","24.8","42","1015"
31/07/2022 4:19:44 PM,"791","24.8","42","1015"
31/07/2022 4:24:45 PM,"797","24.8","42","1015"
31/07/2022 4:29:45 PM,"801","24.8","42","1015"
31/07/2022 4:34:45 PM,"798","24.8","42","1015"
31/07/2022 4:39:45 PM,"819","24.8","42","1015"
31/07/2022 4:44:45 PM,"827","24.8","42","1015"
31/07/2022 4:49:45 PM,"854","24.8","43","1015"
31/07/2022 4:54:45 PM,"846","24.8","43","1015"
31/07/2022 4:59:45 PM,"853","24.8","43","1015"
31/07/2022 5:04:45 PM,"885","24.8","43","1015"
31/07/2022 5:09:45 PM,"880","24.8","43","1015"
31/07/2022 5:14:45 PM,"896","24.8","43","1015"
31/07/2022 5:19:45 PM,"891","24.8","43","1015"
31/07/2022 5:24:45 PM,"891","24.8","43","1015"
31/07/2022 5:29:45 PM,"922","24.9","43","1015"
31/07/2022 5:34:45 PM,"929","24.9","43","1015"
31/07/2022 5:39:45 PM,"929","24.8","44","1015"
31/07/2022 5:44:45 PM,"948","24.9","44","1015"
31/07/2022 5:49:45 PM,"932","24.9","44","1015"
31/07/2022 5:54:45 PM,"979","24.9","44","1015"
31/07/2022 5:59:45 PM,"954","24.8","44","1015"
31/07/2022 6:04:45 PM,"958","24.9","44","1015"
31/07/2022 6:09:45 PM,"982","24.9","44","1015"
31/07/2022 6:14:45 PM,"1003","24.9","44","1015"
31/07/2022 6:19:45 PM,"1024","24.9","44","1015"
31/07/2022 6:24:45 PM,"1016","24.9","44","1015"
31/07/2022 6:29:45 PM,"1037","24.9","44","1015"
31/07/2022 6:34:45 PM,"1025","24.9","44","1015"
31/07/2022 6:39:45 PM,"988","24.9","44","1015"
31/07/2022 6:44:45 PM,"887","24.9","44","1015"
31/07/2022 6:49:45 PM,"839","24.8","44","1015"
31/07/2022 6:54:45 PM,"849","24.9","44","1015"
31/07/2022 6:59:45 PM,"832","24.9","44","1015"
31/07/2022 7:04:45 PM,"806","24.9","45","1015"
31/07/2022 7:09:45 PM,"698","24.8","44","1015"
31/07/2022 7:14:45 PM,"622","24.8","44","1015"
31/07/2022 7:19:45 PM,"595","24.8","44","1015"
31/07/2022 7:24:45 PM,"559","24.7","44","1015"
31/07/2022 7:29:45 PM,"527","24.7","44","1015"
31/07/2022 7:34:45 PM,"508","24.7","44","1015"
31/07/2022 7:39:45 PM,"517","24.7","44","1015"
31/07/2022 7:44:45 PM,"500","24.7","44","1015"
31/07/2022 7:49:45 PM,"520","24.7","45","1014"
31/07/2022 7:54:45 PM,"505","24.7","45","1014"
31/07/2022 7:59:45 PM,"473","24.6","45","1014"
31/07/2022 8:04:45 PM,"465","24.6","44","1014"
31/07/2022 8:09:45 PM,"449","24.6","44","1014"
31/07/2022 8:14:45 PM,"497","24.6","45","1014"
31/07/2022 8:19:45 PM,"480","24.6","45","1014"
31/07/2022 8:24:45 PM,"492","24.6","45","1014"
31/07/2022 8:29:45 PM,"497","24.6","45","1014"
31/07/2022 8:34:45 PM,"503","24.6","46","1014"
31/07/2022 8:39:45 PM,"481","24.5","45","1014"
31/07/2022 8:44:45 PM,"472","24.6","45","1014"
31/07/2022 8:49:45 PM,"474","24.5","45","1014"
31/07/2022 8:54:45 PM,"460","24.6","45","1014"
31/07/2022 8:59:45 PM,"480","24.5","46","1014"
31/07/2022 9:04:45 PM,"467","24.5","46","1014"
31/07/2022 9:09:45 PM,"471","24.5","46","1014"
31/07/2022 9:14:45 PM,"473","24.5","46","1014"
31/07/2022 9:19:45 PM,"486","24.5","46","1014"
31/07/2022 9:24:45 PM,"474","24.5","46","1014"
31/07/2022 9:29:45 PM,"484","24.5","46","1014"
31/07/2022 9:34:45 PM,"476","24.5","46","1014"
31/07/2022 9:39:45 PM,"492","24.5","47","1014"
31/07/2022 9:44:45 PM,"476","24.5","47","1014"
31/07/2022 9:49:45 PM,"491","24.5","47","1014"
31/07/2022 9:54:45 PM,"504","24.5","47","1014"
31/07/2022 9:59:45 PM,"517","24.5","47","1014"
31/07/2022 10:04:45 PM,"494","24.5","47","1014"
31/07/2022 10:09:45 PM,"475","24.5","47","1014"
31/07/2022 10:14:45 PM,"488","24.4","47","1014"
31/07/2022 10:19:45 PM,"488","24.4","47","1014"
31/07/2022 10:24:45 PM,"487","24.4","48","1014"
31/07/2022 10:29:45 PM,"492","24.4","48","1014"
31/07/2022 10:34:45 PM,"514","24.4","47","1014"
31/07/2022 10:39:45 PM,"497","24.4","47","1014"
31/07/2022 10:44:45 PM,"489","24.4","48","1014"
31/07/2022 10:49:45 PM,"501","24.4","48","1014"
31/07/2022 10:54:45 PM,"503","24.4","48","1014"
31/07/2022 10:59:45 PM,"494","24.4","48","1014"
31/07/2022 11:04:45 PM,"488","24.4","48","1014"
31/07/2022 11:09:45 PM,"508","24.4","48","1014"
31/07/2022 11:14:45 PM,"509","24.4","48","1014"
31/07/2022 11:19:45 PM,"532","24.3","49","1014"
31/07/2022 11:24:45 PM,"547","24.4","49","1014"
31/07/2022 11:29:45 PM,"545","24.4","49","1014"
31/07/2022 11:34:45 PM,"552","24.4","49","1014"
31/07/2022 11:39:45 PM,"583","24.4","50","1013"
31/07/2022 11:44:45 PM,"570","24.4","50","1013"
31/07/2022 11:49:45 PM,"565","24.4","51","1013"
31/07/2022 11:54:45 PM,"593","24.4","51","1013"
31/07/2022 11:59:45 PM,"632","24.5","51","1013"
01/08/2022 12:04:45 AM,"732","24.6","51","1013"
01/08/2022 12:09:45 AM,"796","24.7","51","1013"
01/08/2022 12:14:45 AM,"843","24.7","52","1013"
01/08/2022 12:19:45 AM,"864","24.7","52","1013"
01/08/2022 12:24:45 AM,"867","24.8","52","1013"
01/08/2022 12:29:45 AM,"854","24.7","52","1013"
01/08/2022 12:34:45 AM,"887","24.8","53","1013"
01/08/2022 12:39:45 AM,"913","24.8","53","1013"
01/08/2022 12:44:45 AM,"930","24.8","53","1013"
01/08/2022 12:49:45 AM,"953","24.8","53","1013"
01/08/2022 12:54:45 AM,"955","24.8","53","1013"
01/08/2022 12:59:45 AM,"940","24.8","53","1013"
01/08/2022 1:04:45 AM,"926","24.8","53","1013"
01/08/2022 1:09:45 AM,"942","24.8","53","1013"
01/08/2022 1:14:45 AM,"978","24.8","53","1013"
01/08/2022 1:19:45 AM,"999","24.9","53","1013"
01/08/2022 1:24:45 AM,"1009","24.9","53","1013"
01/08/2022 1:29:45 AM,"1032","24.8","53","1013"
01/08/2022 1:34:45 AM,"1042","24.9","53","1013"
01/08/2022 1:39:45 AM,"1075","24.9","53","1013"
01/08/2022 1:44:45 AM,"1041","24.9","53","1013"
01/08/2022 1:49:45 AM,"1094","24.9","53","1012"
01/08/2022 1:54:45 AM,"1102","24.9","54","1012"
01/08/2022 1:59:45 AM,"1157","24.9","54","1012"
01/08/2022 2:04:45 AM,"1183","24.9","54","1012"
01/08/2022 2:09:45 AM,"1166","24.9","54","1012"
01/08/2022 2:14:45 AM,"1186","24.9","54","1012"
01/08/2022 2:19:45 AM,"1165","24.9","54","1012"
01/08/2022 2:24:45 AM,"1183","24.9","54","1012"
01/08/2022 2:29:45 AM,"1164","24.9","54","1012"
01/08/2022 2:34:45 AM,"1204","24.9","54","1012"
01/08/2022 2:39:45 AM,"1213","25.0","54","1012"
01/08/2022 2:44:45 AM,"1207","24.9","54","1012"
01/08/2022 2:49:45 AM,"1271","24.9","55","1012"
01/08/2022 2:54:45 AM,"1268","25.0","55","1012"
01/08/2022 2:59:45 AM,"1254","25.0","55","1012"
01/08/2022 3:04:45 AM,"1240","25.0","55","1012"
01/08/2022 3:09:45 AM,"1205","25.0","55","1012"
01/08/2022 3:14:45 AM,"1181","25.0","54","1012"
01/08/2022 3:19:45 AM,"1211","25.0","55","1011"
01/08/2022 3:24:45 AM,"1196","25.0","55","1012"
01/08/2022 3:29:45 AM,"1299","25.0","55","1012"
01/08/2022 3:34:45 AM,"1250","25.0","55","1011"
01/08/2022 3:39:45 AM,"1256","25.0","55","1011"
01/08/2022 3:44:45 AM,"1248","25.0","55","1011"
01/08/2022 3:49:45 AM,"1257","25.0","55","1011"
01/08/2022 3:54:45 AM,"1198","25.0","55","1011"
01/08/2022 3:59:45 AM,"1179","25.0","55","1011"
01/08/2022 4:04:45 AM,"1154","25.0","54","1011"
01/08/2022 4:09:45 AM,"1162","25.1","54","1011"
01/08/2022 4:14:45 AM,"1123","25.0","54","1011"
01/08/2022 4:19:45 AM,"1135","25.0","54","1011"
01/08/2022 4:24:45 AM,"1162","25.1","54","1010"
01/08/2022 4:29:45 AM,"1114","25.0","54","1010"
01/08/2022 4:34:45 AM,"1073","25.1","54","1010"
01/08/2022 4:39:45 AM,"1048","25.1","54","1010"
01/08/2022 4:44:45 AM,"1068","25.1","54","1010"
01/08/2022 4:49:45 AM,"1062","25.1","54","1010"
01/08/2022 4:54:45 AM,"1021","25.1","54","1010"
01/08/2022 4:59:45 AM,"1078","25.1","54","1010"
01/08/2022 5:04:45 AM,"1050","25.1","54","1010"
01/08/2022 5:09:45 AM,"1046","25.1","54","1010"
01/08/2022 5:14:45 AM,"1045","25.1","54","1010"
01/08/2022 5:19:45 AM,"1019","25.1","54","1010"
01/08/2022 5:24:45 AM,"1033","25.1","54","1010"
01/08/2022 5:29:45 AM,"1011","25.1","54","1009"
01/08/2022 5:34:45 AM,"989","25.1","53","1009"
01/08/2022 5:39:45 AM,"978","25.1","53","1009"
01/08/2022 5:44:45 AM,"962","25.1","53","1009"
01/08/2022 5:49:45 AM,"1001","25.1","53","1009"
01/08/2022 5:54:45 AM,"963","25.1","53","1009"
01/08/2022 5:59:45 AM,"982","25.1","53","1009"
01/08/2022 6:04:45 AM,"958","25.1","53","1009"
01/08/2022 6:09:45 AM,"965","25.1","53","1009"
01/08/2022 6:14:45 AM,"983","25.1","53","1009"
01/08/2022 6:19:45 AM,"984","25.1","53","1009"
01/08/2022 6:24:45 AM,"1024","25.1","53","1009"
01/08/2022 6:29:45 AM,"985","25.1","53","1009"
01/08/2022 6:34:45 AM,"976","25.1","53","1009"
01/08/2022 6:39:45 AM,"967","25.1","53","1009"
01/08/2022 6:44:45 AM,"954","25.1","53","1008"
01/08/2022 6:49:45 AM,"970","25.1","53","1008"
01/08/2022 6:54:45 AM,"1092","25.1","54","1008"
01/08/2022 6:59:45 AM,"1033","25.1","53","1008"
01/08/2022 7:04:45 AM,"987","25.1","53","1008"
01/08/2022 7:09:45 AM,"951","25.1","53","1008"
01/08/2022 7:14:45 AM,"927","25.1","53","1008"
01/08/2022 7:19:45 AM,"924","25.1","53","1008"
01/08/2022 7:24:45 AM,"997","25.2","54","1008"
01/08/2022 7:29:45 AM,"972","25.2","54","1008"
01/08/2022 7:34:45 AM,"974","25.2","54","1008"
01/08/2022 7:39:45 AM,"963","25.3","54","1008"
01/08/2022 7:44:45 AM,"937","25.3","54","1008"
01/08/2022 7:49:45 AM,"896","25.1","55","1008"
01/08/2022 7:54:45 AM,"901","25.1","55","1008"
01/08/2022 7:59:45 AM,"870","25.0","55","1008"
01/08/2022 8:04:45 AM,"851","24.9","55","1008"
01/08/2022 8:09:45 AM,"827","24.9","55","1007"
01/08/2022 8:14:45 AM,"833","24.9","55","1007"
01/08/2022 8:19:45 AM,"813","24.9","55","1007"
01/08/2022 8:24:45 AM,"801","24.8","55","1007"
01/08/2022 8:29:45 AM,"825","24.8","55","1007"
01/08/2022 8:34:45 AM,"807","24.8","55","1007"
01/08/2022 8:39:45 AM,"860","24.8","55","1007"
01/08/2022 8:44:45 AM,"991","25.5","57","1007"
01/08/2022 8:49:45 AM,"455","26.2","51","1008"
01/08/2022 8:54:45 AM,"491","25.1","54","1008"
01/08/2022 8:59:45 AM,"487","25.1","53","1009"
01/08/2022 9:04:45 AM,"452","25.0","53","1009"
01/08/2022 9:09:45 AM,"468","24.9","53","1008"
01/08/2022 9:14:45 AM,"472","25.0","53","1008"
01/08/2022 9:19:45 AM,"458","25.1","53","1008"
01/08/2022 9:24:45 AM,"462","25.2","52","1008"
01/08/2022 9:29:45 AM,"455","25.3","52","1008"
01/08/2022 9:34:45 AM,"473","25.4","52","1008"
01/08/2022 9:39:45 AM,"518","25.4","52","1008"
01/08/2022 9:44:45 AM,"523","25.2","53","1008"
01/08/2022 9:49:45 AM,"537","25.1","53","1008"
01/08/2022 9:54:45 AM,"556","25.2","53","1008"
01/08/2022 9:59:45 AM,"581","25.2","53","1008"
01/08/2022 10:04:45 AM,"622","25.3","53","1008"
01/08/2022 10:09:45 AM,"646","25.4","53","1008"
01/08/2022 10:14:45 AM,"674","25.4","53","1008"
01/08/2022 10:19:45 AM,"705","25.5","53","1008"
01/08/2022 10:24:45 AM,"710","25.5","53","1008"
01/08/2022 10:29:45 AM,"723","25.6","53","1008"
01/08/2022 10:34:45 AM,"740","25.6","53","1008"
01/08/2022 10:39:45 AM,"747","25.6","53","1008"
01/08/2022 10:44:45 AM,"775","25.7","53","1008"
01/08/2022 10:49:45 AM,"764","25.7","53","1008"
01/08/2022 10:54:45 AM,"762","25.7","53","1008"
01/08/2022 10:59:45 AM,"701","25.6","53","1008"
01/08/2022 11:04:45 AM,"661","25.6","53","1008"
01/08/2022 11:09:45 AM,"693","25.6","53","1008"
01/08/2022 11:14:45 AM,"687","25.7","53","1008"
01/08/2022 11:19:45 AM,"691","25.7","53","1008"
01/08/2022 11:24:45 AM,"695","25.7","54","1008"
01/08/2022 11:29:45 AM,"739","25.7","54","1008"
01/08/2022 11:34:45 AM,"729","25.8","54","1008"
01/08/2022 11:39:45 AM,"713","25.8","54","1008"
01/08/2022 11:44:45 AM,"734","25.8","54","1008"
01/08/2022 11:49:45 AM,"740","25.8","54","1008"
01/08/2022 11:54:44 AM,"688","25.8","54","1008"
01/08/2022 11:59:44 AM,"650","25.7","54","1008"
01/08/2022 12:04:44 PM,"633","25.7","54","1008"
01/08/2022 12:09:44 PM,"673","25.7","54","1008"
01/08/2022 12:14:44 PM,"659","25.7","54","1008"
01/08/2022 12:19:44 PM,"683","25.8","55","1008"
01/08/2022 12:24:44 PM,"704","25.8","55","1008"
01/08/2022 12:29:44 PM,"669","25.8","55","1008"
01/08/2022 12:34:44 PM,"688","25.8","55","1008"
01/08/2022 12:39:44 PM,"695","25.8","55","1008"
01/08/2022 12:44:44 PM,"716","25.8","55","1008"
01/08/2022 12:49:44 PM,"692","25.8","55","1008"
01/08/2022 12:54:44 PM,"712","25.8","55","1008"
01/08/2022 12:59:44 PM,"702","25.8","55","1008"
01/08/2022 1:04:44 PM,"680","25.8","55","1008"
01/08/2022 1:09:44 PM,"640","25.8","55","1008"
01/08/2022 1:14:44 PM,"520","25.6","55","1008"
